1,25.048524,1718.431681,6394.597656,0.000000,25.048524,1718.431681,263.863281,0.000000,25.048524,1718.431681,-915.839844,0.000000,25.048524,1718.431681,-445.277344,0.000000,25.048524,1718.431681,-131.931641,3237.588366,25.048524,1718.431681,271.654297,2171.417243,25.048524,1718.431681,22.541016,2188.227776,25.048524,1718.431681,3.448242,664.817159,25.048524,1718.431681,333.819336,1387.413990,25.048524,1718.431681,12.282227,855.073961,25.048524,1718.431681,-5.839355,622.288975,25.048524,1718.431681,-17.672363,505.975702,25.048524,1718.431681,-2.832520,221.688643,25.048524,1718.431681,9.130615,279.783371,25.048524,1718.431681,-7.588135,228.632623,25.048524,1718.431681,1.376221,121.460963,25.048524,1718.431681,-0.928833,94.869311,25.048524,1718.431681,-0.102661,78.737204,25.048524,1718.431681,0.317505,41.257169,25.048524,1718.431681,0.520935,32.228543,25.048524,1718.431681,0.246521,28.831936,25.048524,1718.431681,-0.045105,12.738630,25.048524,1718.431681,0.011505,10.554027,25.048524,1718.431681,-0.013947,8.498835,25.048524,1718.431681,-0.005280,3.220582
1,25.790087,1759.736608,6574.500000,0.000000,25.790087,1759.736608,-6.937500,0.000000,25.790087,1759.736608,-1090.812500,0.000000,25.790087,1759.736608,-604.281250,0.000000,25.790087,1759.736608,3.171875,3343.856515,25.790087,1759.736608,286.453125,2346.439542,25.790087,1759.736608,115.781250,2359.120086,25.790087,1759.736608,-39.550781,614.720384,25.790087,1759.736608,212.898438,1469.888220,25.790087,1759.736608,10.144531,891.785204,25.790087,1759.736608,-29.669922,575.786560,25.790087,1759.736608,-61.623047,597.867302,25.790087,1759.736608,2.615234,217.893881,25.790087,1759.736608,5.497559,258.606755,25.790087,1759.736608,-1.230469,232.268815,25.790087,1759.736608,1.175293,117.111172,25.790087,1759.736608,-0.147461,95.121524,25.790087,1759.736608,-0.848389,81.847016,25.790087,1759.736608,0.244873,40.788268,25.790087,1759.736608,0.117310,32.582936,25.790087,1759.736608,0.229980,29.549816,25.790087,1759.736608,-0.017456,13.142753,25.790087,1759.736608,-0.035583,10.866686,25.790087,1759.736608,0.022095,9.621312,25.790087,1759.736608,0.003967,3.315030
1,33.685213,2013.479993,8414.472656,0.000000,33.685213,2013.479993,-1794.464844,0.000000,33.685213,2013.479993,382.082031,0.000000,33.685213,2013.479993,-5751.917969,0.000000,33.685213,2013.479993,475.955078,3576.164598,33.685213,2013.479993,-733.142578,2171.500753,33.685213,2013.479993,-327.212891,902.012488,33.685213,2013.479993,100.784180,1267.298286,33.685213,2013.479993,81.436523,1079.296021,33.685213,2013.479993,-216.991211,807.084024,33.685213,2013.479993,50.759277,785.498909,33.685213,2013.479993,-2.418457,703.525196,33.685213,2013.479993,-33.460449,384.740845,33.685213,2013.479993,1.244385,241.437282,33.685213,2013.479993,-7.317627,256.424966,33.685213,2013.479993,0.724365,126.170910,33.685213,2013.479993,-2.259399,101.887869,33.685213,2013.479993,0.120239,95.705640,33.685213,2013.479993,-1.018677,42.747027,33.685213,2013.479993,-0.003967,35.948522,33.685213,2013.479993,-0.413757,33.893682,33.685213,2013.479993,0.009460,12.841974,33.685213,2013.479993,0.013947,11.126293,33.685213,2013.479993,0.054291,10.020312,33.685213,2013.479993,-0.014069,3.329441
1,50.143900,2771.327216,12868.890625,0.000000,50.143900,2771.327216,116.273437,0.000000,50.143900,2771.327216,-5907.453125,0.000000,50.143900,2771.327216,1472.210938,0.000000,50.143900,2771.327216,53.957031,6786.986115,50.143900,2771.327216,990.125000,1485.789267,50.143900,2771.327216,-1006.496094,1600.759828,50.143900,2771.327216,-241.656250,1263.797633,50.143900,2771.327216,296.183594,1636.179498,50.143900,2771.327216,-337.667969,899.107783,50.143900,2771.327216,7.340820,617.187169,50.143900,2771.327216,-2.369141,877.085331,50.143900,2771.327216,15.137695,370.140441,50.143900,2771.327216,-3.127441,255.334417,50.143900,2771.327216,3.403809,259.008990,50.143900,2771.327216,-3.632813,104.546843,50.143900,2771.327216,0.856934,90.997351,50.143900,2771.327216,-0.422363,93.303842,50.143900,2771.327216,-0.078613,34.038738,50.143900,2771.327216,0.129761,28.905523,50.143900,2771.327216,-0.058594,28.958903,50.143900,2771.327216,0.000610,7.976027,50.143900,2771.327216,-0.041443,8.565117,50.143900,2771.327216,-0.029907,8.148613,50.143900,2771.327216,0.001526,1.489167
1,50.220302,2719.131142,12887.585938,0.000000,50.220302,2719.131142,-104.929688,0.000000,50.220302,2719.131142,-5076.835938,0.000000,50.220302,2719.131142,1029.929688,0.000000,50.220302,2719.131142,164.398438,6381.318441,50.220302,2719.131142,560.113281,1783.978067,50.220302,2719.131142,-1064.734375,1577.319185,50.220302,2719.131142,-225.906250,1536.462845,50.220302,2719.131142,108.732422,1635.802877,50.220302,2719.131142,-262.398438,578.991266,50.220302,2719.131142,-20.858398,645.283859,50.220302,2719.131142,-47.539063,773.263726,50.220302,2719.131142,-0.351562,437.955228,50.220302,2719.131142,5.107422,257.848016,50.220302,2719.131142,1.138184,287.173477,50.220302,2719.131142,1.073242,120.402667,50.220302,2719.131142,-1.837158,95.635900,50.220302,2719.131142,0.174072,95.276585,50.220302,2719.131142,0.239014,35.896972,50.220302,2719.131142,0.133423,30.839402,50.220302,2719.131142,-0.240356,29.656732,50.220302,2719.131142,0.029175,8.410979,50.220302,2719.131142,-0.021240,8.801426,50.220302,2719.131142,-0.054810,8.642561,50.220302,2719.131142,-0.001282,1.632167
1,50.655009,2685.091857,12999.398438,0.000000,50.655009,2685.091857,-231.578125,0.000000,50.655009,2685.091857,-4733.796875,0.000000,50.655009,2685.091857,762.320313,0.000000,50.655009,2685.091857,152.722656,5893.794893,50.655009,2685.091857,348.765625,1857.727496,50.655009,2685.091857,-1044.257813,1304.470409,50.655009,2685.091857,-174.234375,1468.947355,50.655009,2685.091857,9.789063,1666.225657,50.655009,2685.091857,-127.900391,476.006430,50.655009,2685.091857,-3.531250,733.610236,50.655009,2685.091857,-51.479492,774.638472,50.655009,2685.091857,-15.115234,395.013920,50.655009,2685.091857,4.581543,302.551839,50.655009,2685.091857,4.789551,310.574012,50.655009,2685.091857,-3.708496,126.296446,50.655009,2685.091857,-0.514404,99.926530,50.655009,2685.091857,-0.843018,100.262603,50.655009,2685.091857,-0.282471,35.432949,50.655009,2685.091857,-0.044189,31.875200,50.655009,2685.091857,-0.213013,31.229340,50.655009,2685.091857,0.032471,9.225530,50.655009,2685.091857,0.062561,9.063887,50.655009,2685.091857,-0.049438,9.149665,50.655009,2685.091857,0.001709,1.828191
3,58.099639,2612.210567,14876.226563,0.000000,58.099639,2612.210567,464.523438,0.000000,58.099639,2612.210567,-729.992188,0.000000,58.099639,2612.210567,13.648437,0.000000,58.099639,2612.210567,214.359375,3052.496683,58.099639,2612.210567,316.121094,5764.847747,58.099639,2612.210567,55.273438,1397.548097,58.099639,2612.210567,-13.037109,1524.431329,58.099639,2612.210567,-128.054688,1468.272009,58.099639,2612.210567,-1.777344,906.661776,58.099639,2612.210567,48.165039,535.439536,58.099639,2612.210567,22.175781,605.912582,58.099639,2612.210567,-1.339844,325.992521,58.099639,2612.210567,-0.133301,201.656063,58.099639,2612.210567,-5.314453,226.925593,58.099639,2612.210567,7.106445,115.771355,58.099639,2612.210567,-2.263428,81.575900,58.099639,2612.210567,-0.833984,91.620021,58.099639,2612.210567,1.193848,41.355101,58.099639,2612.210567,0.023926,27.920685,58.099639,2612.210567,0.246704,33.383737,58.099639,2612.210567,0.067139,10.705375,58.099639,2612.210567,0.015442,8.299889,58.099639,2612.210567,-0.021667,9.890013,58.099639,2612.210567,-0.000916,2.093320
3,58.294400,2625.246125,14919.589844,0.000000,58.294400,2625.246125,99.644531,0.000000,58.294400,2625.246125,-1181.722656,0.000000,58.294400,2625.246125,75.347656,0.000000,58.294400,2625.246125,238.177734,3003.688708,58.294400,2625.246125,383.892578,5885.987070,58.294400,2625.246125,56.572266,1495.802803,58.294400,2625.246125,17.604492,1440.292766,58.294400,2625.246125,-97.725586,1489.272094,58.294400,2625.246125,13.833008,842.073050,58.294400,2625.246125,41.212402,597.468547,58.294400,2625.246125,23.967285,608.336153,58.294400,2625.246125,-8.118652,339.867063,58.294400,2625.246125,-3.428467,214.289597,58.294400,2625.246125,-4.616455,231.950630,58.294400,2625.246125,7.009033,117.843535,58.294400,2625.246125,0.731323,82.247671,58.294400,2625.246125,-1.111206,89.253182,58.294400,2625.246125,1.235962,40.714349,58.294400,2625.246125,0.007751,28.687812,58.294400,2625.246125,0.103088,31.554103,58.294400,2625.246125,-0.057068,11.144812,58.294400,2625.246125,0.002838,8.441601,58.294400,2625.246125,0.023956,10.050926,58.294400,2625.246125,-0.000397,2.095327
3,57.642115,2619.446717,14753.968750,0.000000,57.642115,2619.446717,16.117188,0.000000,57.642115,2619.446717,-874.757812,0.000000,57.642115,2619.446717,119.859375,0.000000,57.642115,2619.446717,173.699219,3051.629053,57.642115,2619.446717,357.730469,6017.394476,57.642115,2619.446717,52.078125,1729.178494,57.642115,2619.446717,-18.917969,1430.154343,57.642115,2619.446717,-90.248047,1398.986128,57.642115,2619.446717,30.673828,947.005504,57.642115,2619.446717,41.136719,606.996591,57.642115,2619.446717,13.867188,594.509254,57.642115,2619.446717,0.380859,361.569325,57.642115,2619.446717,-7.932617,191.237945,57.642115,2619.446717,-0.759766,233.834484,57.642115,2619.446717,4.016602,117.391594,57.642115,2619.446717,0.633301,81.443399,57.642115,2619.446717,-0.946045,87.267146,57.642115,2619.446717,0.027100,40.023690,57.642115,2619.446717,0.170532,28.049539,57.642115,2619.446717,-0.036133,31.929315,57.642115,2619.446717,-0.039429,10.552546,57.642115,2619.446717,0.009888,8.593803,57.642115,2619.446717,0.004028,9.988269,57.642115,2619.446717,-0.000610,2.175925
3,57.575535,2632.718943,14742.539063,0.000000,57.575535,2632.718943,116.687500,0.000000,57.575535,2632.718943,-512.398438,0.000000,57.575535,2632.718943,63.515625,0.000000,57.575535,2632.718943,170.570313,2885.522521,57.575535,2632.718943,272.421875,6190.842799,57.575535,2632.718943,40.785156,1729.718317,57.575535,2632.718943,8.949219,1540.044563,57.575535,2632.718943,-78.052734,1386.429070,57.575535,2632.718943,33.933594,954.222370,57.575535,2632.718943,22.677734,617.898291,57.575535,2632.718943,19.982422,644.824516,57.575535,2632.718943,-4.081055,352.692897,57.575535,2632.718943,-8.867187,184.303081,57.575535,2632.718943,0.403320,236.635603,57.575535,2632.718943,-6.068848,115.311676,57.575535,2632.718943,-0.493408,76.224665,57.575535,2632.718943,-0.229248,86.645091,57.575535,2632.718943,0.595459,40.791293,57.575535,2632.718943,0.113647,27.261255,57.575535,2632.718943,-0.137207,31.181273,57.575535,2632.718943,-0.052002,10.755695,57.575535,2632.718943,-0.015625,8.034901,57.575535,2632.718943,-0.022217,10.236924,57.575535,2632.718943,-0.000061,2.089197
