1,25.048524,1718.431681,6394.597656,0.000000,-18296860225635487872864515266959114240.000000,25.048524,1718.431681,263.863281,0.000000,-252363018052123114864640.000000,25.048524,1718.431681,-915.839844,0.000000,-67286215802529584813688487936.000000,25.048524,1718.431681,-445.277344,0.000000,-50246105098318084812308480.000000,25.048524,1718.431681,-131.931641,3237.588366,-16955651125975328180056918851584.000000,25.048524,1718.431681,271.654297,2171.417243,-342837165007661685671512850015715328.000000,25.048524,1718.431681,22.541016,2188.227776,-111986811531778638676223315673088.000000,25.048524,1718.431681,3.448242,664.817159,-14691158745338167319388982607872.000000,25.048524,1718.431681,333.819336,1387.413990,-1174890575476236231089859339141251072.000000,25.048524,1718.431681,12.282227,855.073961,-1124158624748281786007147870420992.000000,25.048524,1718.431681,-5.839355,622.288975,-171518924147551981197908489797632.000000,25.048524,1718.431681,-17.672363,505.975702,-723370651262781447651341631488.000000,25.048524,1718.431681,-2.832520,221.688643,-73730781597367135209783296.000000,25.048524,1718.431681,9.130615,279.783371,37672571338443311961251774464.000000,25.048524,1718.431681,-7.588135,228.632623,-24311471164951664517011438829568.000000,25.048524,1718.431681,1.376221,121.460963,-1354592244959246775215980544.000000,25.048524,1718.431681,-0.928833,94.869311,-170605044504713887081299968.000000,25.048524,1718.431681,-0.102661,78.737204,3953951898241481812098416640.000000,25.048524,1718.431681,0.317505,41.257169,-123434943495701711028224.000000,25.048524,1718.431681,0.520935,32.228543,1178538714784492721012736.000000,25.048524,1718.431681,0.246521,28.831936,1037992292639637734686720.000000,25.048524,1718.431681,-0.045105,12.738630,37749477382421995520.000000,25.048524,1718.431681,0.011505,10.554027,1273553897026390589440.000000,25.048524,1718.431681,-0.013947,8.498835,212396927523177201664.000000,25.048524,1718.431681,-0.005280,3.220582,56065326081527.890625
1,25.790087,1759.736608,6574.500000,0.000000,-24148515895776111079310069966768701440.000000,25.790087,1759.736608,-6.937500,0.000000,-162131496.326498,25.790087,1759.736608,-1090.812500,0.000000,-385889026494080442939469725696.000000,25.790087,1759.736608,-604.281250,0.000000,-1058264208378921423940354048.000000,25.790087,1759.736608,3.171875,3343.856515,-298462781761042779373176738545664.000000,25.790087,1759.736608,286.453125,2346.439542,-801145136294823954701833841718329344.000000,25.790087,1759.736608,115.781250,2359.120086,-260839439982348517836716645548032.000000,25.790087,1759.736608,-39.550781,614.720384,-776177313439427627642257408.000000,25.790087,1759.736608,212.898438,1469.888220,-4930213164947163053475450024141783040.000000,25.790087,1759.736608,10.144531,891.785204,-876439599051040876600462604763136.000000,25.790087,1759.736608,-29.669922,575.786560,-258768728404399292101947427913728.000000,25.790087,1759.736608,-61.623047,597.867302,-51125707191440356730962156978176.000000,25.790087,1759.736608,2.615234,217.893881,-433626582674001356870647808.000000,25.790087,1759.736608,5.497559,258.606755,-902262176033317759969201750016.000000,25.790087,1759.736608,-1.230469,232.268815,-27127329082154062587759119302656.000000,25.790087,1759.736608,1.175293,117.111172,-799761369752746892281774080.000000,25.790087,1759.736608,-0.147461,95.121524,-5009839586239293016365858816.000000,25.790087,1759.736608,-0.848389,81.847016,-23047813020325133806804664320.000000,25.790087,1759.736608,0.244873,40.788268,-14406012351523046945718272.000000,25.790087,1759.736608,0.117310,32.582936,-1599873422761803506515968.000000,25.790087,1759.736608,0.229980,29.549816,-2347437543544451200188416.000000,25.790087,1759.736608,-0.017456,13.142753,-32048361194746138624.000000,25.790087,1759.736608,-0.035583,10.866686,-4067623887908359897088.000000,25.790087,1759.736608,0.022095,9.621312,-2779234531543240146944.000000,25.790087,1759.736608,0.003967,3.315030,-3751805974273373.500000
1,33.685213,2013.479993,8414.472656,0.000000,-284890819317562767779907369179753218048.000000,33.685213,2013.479993,-1794.464844,0.000000,-55812482968535294251776939655168.000000,33.685213,2013.479993,382.082031,0.000000,-10350819735631876602200064.000000,33.685213,2013.479993,-5751.917969,0.000000,-6365364566721344585890442734261501952.000000,33.685213,2013.479993,475.955078,3576.164598,1421199493547982067936042095885680640.000000,33.685213,2013.479993,-733.142578,2171.500753,-27543576981124408084324045031473152.000000,33.685213,2013.479993,-327.212891,902.012488,-5547730876097615057474660859904.000000,33.685213,2013.479993,100.784180,1267.298286,-73205436303866781112685799789297664.000000,33.685213,2013.479993,81.436523,1079.296021,-2044824225190849331192806802194432.000000,33.685213,2013.479993,-216.991211,807.084024,-693880219661015787408431337439232.000000,33.685213,2013.479993,50.759277,785.498909,-7766646099880817598234043122450432.000000,33.685213,2013.479993,-2.418457,703.525196,-2857000581442237970122718675206144.000000,33.685213,2013.479993,-33.460449,384.740845,53470302003412575893300707328.000000,33.685213,2013.479993,1.244385,241.437282,674832213665257176911696625664.000000,33.685213,2013.479993,-7.317627,256.424966,-82485143747367323242028072960.000000,33.685213,2013.479993,0.724365,126.170910,4230027462961183681180336128.000000,33.685213,2013.479993,-2.259399,101.887869,-2025825727833312675741302784.000000,33.685213,2013.479993,0.120239,95.705640,-466925994756567060126367744.000000,33.685213,2013.479993,-1.018677,42.747027,-2934399069951215867527168.000000,33.685213,2013.479993,-0.003967,35.948522,-286320705909363654524928.000000,33.685213,2013.479993,-0.413757,33.893682,-2118035910597412837654528.000000,33.685213,2013.479993,0.009460,12.841974,3750475049449678336.000000,33.685213,2013.479993,0.013947,11.126293,-688664785133155647488.000000,33.685213,2013.479993,0.054291,10.020312,70938432744535957504.000000,33.685213,2013.479993,-0.014069,3.329441,-255563051615250144.000000
1,50.143900,2771.327216,12868.890625,0.000000,-19952688354293448009382575412486567100416.000000,50.143900,2771.327216,116.273437,0.000000,-66337404384272637952.000000,50.143900,2771.327216,-5907.453125,0.000000,-8311495292337125499079202571489902592.000000,50.143900,2771.327216,1472.210938,0.000000,-7614556441699579172163350953984.000000,50.143900,2771.327216,53.957031,6786.986115,-162966065399343832504211248706733735936.000000,50.143900,2771.327216,990.125000,1485.789267,688005716145505343710826099376128.000000,50.143900,2771.327216,-1006.496094,1600.759828,-1719575022424181997492433137434624.000000,50.143900,2771.327216,-241.656250,1263.797633,-165294626115498361225678711859183616.000000,50.143900,2771.327216,296.183594,1636.179498,-8418683938165534229000496349184.000000,50.143900,2771.327216,-337.667969,899.107783,-49889143364579462846287471181824.000000,50.143900,2771.327216,7.340820,617.187169,-9272499932787487409322739105792.000000,50.143900,2771.327216,-2.369141,877.085331,171352021117464776413796156571648.000000,50.143900,2771.327216,15.137695,370.140441,5650635094141642034244485120.000000,50.143900,2771.327216,-3.127441,255.334417,43919000913469902682767491072.000000,50.143900,2771.327216,3.403809,259.008990,-98426366592920604498336940032.000000,50.143900,2771.327216,-3.632813,104.546843,65680952294699207491584.000000,50.143900,2771.327216,0.856934,90.997351,13102996956061083174436864.000000,50.143900,2771.327216,-0.422363,93.303842,170834011240895350984146944.000000,50.143900,2771.327216,-0.078613,34.038738,-20578985173914293895168.000000,50.143900,2771.327216,0.129761,28.905523,88175414418107527069696.000000,50.143900,2771.327216,-0.058594,28.958903,-3363568259785068904448.000000,50.143900,2771.327216,0.000610,7.976027,-54477750207714296.000000,50.143900,2771.327216,-0.041443,8.565117,81146134657142489088.000000,50.143900,2771.327216,-0.029907,8.148613,9308731889995456512.000000,50.143900,2771.327216,0.001526,1.489167,-402529396536.746399
1,50.220302,2719.131142,12887.585938,0.000000,-20244476939766136575035298595973099421696.000000,50.220302,2719.131142,-104.929688,0.000000,-28551400098317369344.000000,50.220302,2719.131142,-5076.835938,0.000000,-1826961401985869088053614573353172992.000000,50.220302,2719.131142,1029.929688,0.000000,-213175019722213439964402679808.000000,50.220302,2719.131142,164.398438,6381.318441,-22258006522012567469193462748027027456.000000,50.220302,2719.131142,560.113281,1783.978067,-2109672979117844397135716274929664.000000,50.220302,2719.131142,-1064.734375,1577.319185,-8898010592593070274213379571712000.000000,50.220302,2719.131142,-225.906250,1536.462845,-4860739984346161063623678191218982912.000000,50.220302,2719.131142,108.732422,1635.802877,-79387950886627553197270692265984.000000,50.220302,2719.131142,-262.398438,578.991266,-329664568609888819881466396672.000000,50.220302,2719.131142,-20.858398,645.283859,-577672943558400911985314984099840.000000,50.220302,2719.131142,-47.539063,773.263726,-787922681131133546274526068736.000000,50.220302,2719.131142,-0.351562,437.955228,292302789716299926036545536.000000,50.220302,2719.131142,5.107422,257.848016,-86523825289821676686238810112.000000,50.220302,2719.131142,1.138184,287.173477,20642901455402584640921272320.000000,50.220302,2719.131142,1.073242,120.402667,-154325851821021138266357760.000000,50.220302,2719.131142,-1.837158,95.635900,44558119249011544850169856.000000,50.220302,2719.131142,0.174072,95.276585,26165890820007724153044992.000000,50.220302,2719.131142,0.239014,35.896972,77782762941206239379456.000000,50.220302,2719.131142,0.133423,30.839402,-6683074111828137082880.000000,50.220302,2719.131142,-0.240356,29.656732,46460883541966687567872.000000,50.220302,2719.131142,0.029175,8.410979,-587014422768954624.000000,50.220302,2719.131142,-0.021240,8.801426,252197069868865847296.000000,50.220302,2719.131142,-0.054810,8.642561,90453116093318479872.000000,50.220302,2719.131142,-0.001282,1.632167,1241663954538.204834
1,50.655009,2685.091857,12999.398438,0.000000,-22071218252016072988553259170375894302720.000000,50.655009,2685.091857,-231.578125,0.000000,-74277166334960251961344.000000,50.655009,2685.091857,-4733.796875,0.000000,-907730694164796935214337520379625472.000000,50.655009,2685.091857,762.320313,0.000000,-10484193062190999099047673856.000000,50.655009,2685.091857,152.722656,5893.794893,-1477199148235050891984239860597653504.000000,50.655009,2685.091857,348.765625,1857.727496,-2375641442686932616164904859074560.000000,50.655009,2685.091857,-1044.257813,1304.470409,-2543258678030951521178137103695872.000000,50.655009,2685.091857,-174.234375,1468.947355,-1890519458723252604047071782444728320.000000,50.655009,2685.091857,9.789063,1666.225657,334593919689038931983469624950784.000000,50.655009,2685.091857,-127.900391,476.006430,-21674386823143641806549286912.000000,50.655009,2685.091857,-3.531250,733.610236,-1314966747981117942533329019469824.000000,50.655009,2685.091857,-51.479492,774.638472,-1331368486810675872595119576186880.000000,50.655009,2685.091857,-15.115234,395.013920,-15891761671379480257109164032.000000,50.655009,2685.091857,4.581543,302.551839,23344748234289000967693139968.000000,50.655009,2685.091857,4.789551,310.574012,-139776359763884663408854827008.000000,50.655009,2685.091857,-3.708496,126.296446,74506524266602187009818624.000000,50.655009,2685.091857,-0.514404,99.926530,-393219527143904325805277184.000000,50.655009,2685.091857,-0.843018,100.262603,99518063250890995961692160.000000,50.655009,2685.091857,-0.282471,35.432949,-53519237306942956240896.000000,50.655009,2685.091857,-0.044189,31.875200,-39405365388018207162368.000000,50.655009,2685.091857,-0.213013,31.229340,117219216777055261687808.000000,50.655009,2685.091857,0.032471,9.225530,-351352971479175808.000000,50.655009,2685.091857,0.062561,9.063887,556468650907689549824.000000,50.655009,2685.091857,-0.049438,9.149665,128978852531458211840.000000,50.655009,2685.091857,0.001709,1.828191,4449722695049.549805
3,58.099639,2612.210567,14876.226563,0.000000,-85028451825295413221243743645157151473664.000000,58.099639,2612.210567,464.523438,0.000000,-73372312331956087771103232.000000,58.099639,2612.210567,-729.992188,0.000000,-6984475094067314387553615872.000000,58.099639,2612.210567,13.648437,0.000000,-16648921240.560284,58.099639,2612.210567,214.359375,3052.496683,-4335145279515995427441200857088.000000,58.099639,2612.210567,316.121094,5764.847747,523632123895894207262057562112.000000,58.099639,2612.210567,55.273438,1397.548097,-3069760460557178546270915782508544.000000,58.099639,2612.210567,-13.037109,1524.431329,5567564174373701866375618756608.000000,58.099639,2612.210567,-128.054688,1468.272009,-5698803460754867775035682792144896.000000,58.099639,2612.210567,-1.777344,906.661776,-21039310541639406938556035755933696.000000,58.099639,2612.210567,48.165039,535.439536,-47655334036961240537847799218176.000000,58.099639,2612.210567,22.175781,605.912582,-147705397636110638444039519600640.000000,58.099639,2612.210567,-1.339844,325.992521,-165471969948495040042437181440.000000,58.099639,2612.210567,-0.133301,201.656063,-674021717574098857249948565504.000000,58.099639,2612.210567,-5.314453,226.925593,17183769560731495974582616064.000000,58.099639,2612.210567,7.106445,115.771355,-8617122891801946174661853184.000000,58.099639,2612.210567,-2.263428,81.575900,-822642011200147866335051776.000000,58.099639,2612.210567,-0.833984,91.620021,-48116334174935377508302848.000000,58.099639,2612.210567,1.193848,41.355101,-1018236389950774996631552.000000,58.099639,2612.210567,0.023926,27.920685,-407225149772820127940608.000000,58.099639,2612.210567,0.246704,33.383737,-151178689620303199338496.000000,58.099639,2612.210567,0.067139,10.705375,-65137788503692828672.000000,58.099639,2612.210567,0.015442,8.299889,-157703670848405307392.000000,58.099639,2612.210567,-0.021667,9.890013,-1139716618960504750080.000000,58.099639,2612.210567,-0.000916,2.093320,-349265154474965.812500
3,58.294400,2625.246125,14919.589844,0.000000,-87539917236566433344095488589872410656768.000000,58.294400,2625.246125,99.644531,0.000000,-13967496568359219200.000000,58.294400,2625.246125,-1181.722656,0.000000,-858632137068577237679101444096.000000,58.294400,2625.246125,75.347656,0.000000,-825822076016638976.000000,58.294400,2625.246125,238.177734,3003.688708,-3795664036191736533040928653312.000000,58.294400,2625.246125,383.892578,5885.987070,-223601406492458795408044326912.000000,58.294400,2625.246125,56.572266,1495.802803,-4985419390109434572056122418528256.000000,58.294400,2625.246125,17.604492,1440.292766,629288236605844818594036187136.000000,58.294400,2625.246125,-97.725586,1489.272094,-19161873634378879833694475735007232.000000,58.294400,2625.246125,13.833008,842.073050,-10438844857485105679879678816419840.000000,58.294400,2625.246125,41.212402,597.468547,-191001479485768055796401847664640.000000,58.294400,2625.246125,23.967285,608.336153,-328882617725804469082122293870592.000000,58.294400,2625.246125,-8.118652,339.867063,-26076483501600792587891187384320.000000,58.294400,2625.246125,-3.428467,214.289597,-2412181904321585507689696329728.000000,58.294400,2625.246125,-4.616455,231.950630,-44352090699692774447114092544.000000,58.294400,2625.246125,7.009033,117.843535,-11589613501250077605853396992.000000,58.294400,2625.246125,0.731323,82.247671,-1855061700361442159426011136.000000,58.294400,2625.246125,-1.111206,89.253182,-221559156529606923514806272.000000,58.294400,2625.246125,1.235962,40.714349,-28733572620308464009216000.000000,58.294400,2625.246125,0.007751,28.687812,-317428231811730121949184.000000,58.294400,2625.246125,0.103088,31.554103,457496807910029496680448.000000,58.294400,2625.246125,-0.057068,11.144812,-832660929746878595072.000000,58.294400,2625.246125,0.002838,8.441601,-715763451072581206016.000000,58.294400,2625.246125,0.023956,10.050926,-991484502333343793152.000000,58.294400,2625.246125,-0.000397,2.095327,-216097489718417.437500
3,57.642115,2619.446717,14753.968750,0.000000,-78292935179231942756138294677799822163968.000000,57.642115,2619.446717,16.117188,0.000000,-99156007993.568268,57.642115,2619.446717,-874.757812,0.000000,-42543606925537213068924157952.000000,57.642115,2619.446717,119.859375,0.000000,-90118586518297296896.000000,57.642115,2619.446717,173.699219,3051.629053,-1419928014167069701315001057280.000000,57.642115,2619.446717,357.730469,6017.394476,-20510431959800341889441333248.000000,57.642115,2619.446717,52.078125,1729.178494,-30538356493074801288363308490948608.000000,57.642115,2619.446717,-18.917969,1430.154343,2572976876996552194609119232.000000,57.642115,2619.446717,-90.248047,1398.986128,-4340137020709447289546351635857408.000000,57.642115,2619.446717,30.673828,947.005504,-33712771549247588050543023690350592.000000,57.642115,2619.446717,41.136719,606.996591,-224229994039816735656940060803072.000000,57.642115,2619.446717,13.867188,594.509254,-59920344950659944564124624617472.000000,57.642115,2619.446717,0.380859,361.569325,-89799182847539607067420188999680.000000,57.642115,2619.446717,-7.932617,191.237945,-821995012062417383728818946048.000000,57.642115,2619.446717,-0.759766,233.834484,-661215810695978154530439168.000000,57.642115,2619.446717,4.016602,117.391594,-137131799533936025454772224.000000,57.642115,2619.446717,0.633301,81.443399,-108929697871721390537703424.000000,57.642115,2619.446717,-0.946045,87.267146,-344088816281228435156631552.000000,57.642115,2619.446717,0.027100,40.023690,-399638195128984884215808.000000,57.642115,2619.446717,0.170532,28.049539,-35300826979956917534720.000000,57.642115,2619.446717,-0.036133,31.929315,-83695257354362607894528.000000,57.642115,2619.446717,-0.039429,10.552546,134947621003743068160.000000,57.642115,2619.446717,0.009888,8.593803,-273839245969821040640.000000,57.642115,2619.446717,0.004028,9.988269,-93980385611235704832.000000,57.642115,2619.446717,-0.000610,2.175925,-186183030066076.937500
3,57.575535,2632.718943,14742.539063,0.000000,-77688479761356815593838348631828095565824.000000,57.575535,2632.718943,116.687500,0.000000,-68759394592567664640.000000,57.575535,2632.718943,-512.398438,0.000000,-203978055812611333727191040.000000,57.575535,2632.718943,63.515625,0.000000,-145870033797160256.000000,57.575535,2632.718943,170.570313,2885.522521,-801773554219643203319920328704.000000,57.575535,2632.718943,272.421875,6190.842799,-299569986987541823594954752.000000,57.575535,2632.718943,40.785156,1729.718317,-32529134553589020055760861348757504.000000,57.575535,2632.718943,8.949219,1540.044563,2817305492834958287189311488.000000,57.575535,2632.718943,-78.052734,1386.429070,-2599993978259177841937114583793664.000000,57.575535,2632.718943,33.933594,954.222370,-29435750954671609340003998683365376.000000,57.575535,2632.718943,22.677734,617.898291,-256926444671310683164088117231616.000000,57.575535,2632.718943,19.982422,644.824516,-127501826199271831562707764510720.000000,57.575535,2632.718943,-4.081055,352.692897,-10277143692692270182679938334720.000000,57.575535,2632.718943,-8.867187,184.303081,-1083974220463436014930523848704.000000,57.575535,2632.718943,0.403320,236.635603,169481998830119945125350080512.000000,57.575535,2632.718943,-6.068848,115.311676,-910842165434051957222277120.000000,57.575535,2632.718943,-0.493408,76.224665,-104925753046886087036764160.000000,57.575535,2632.718943,-0.229248,86.645091,-1591617377512758301341777920.000000,57.575535,2632.718943,0.595459,40.791293,433206936370604257837056.000000,57.575535,2632.718943,0.113647,27.261255,-520437266625780946829312.000000,57.575535,2632.718943,-0.137207,31.181273,3888883898801550524416.000000,57.575535,2632.718943,-0.052002,10.755695,-25452433580934389760.000000,57.575535,2632.718943,-0.015625,8.034901,-124163985848488312832.000000,57.575535,2632.718943,-0.022217,10.236924,-1082880654686017159168.000000,57.575535,2632.718943,-0.000061,2.089197,-251794958119354.156250
3,55.185133,2540.741651,14132.218750,0.000000,-50900773388277567177704089845987633266688.000000,55.185133,2540.741651,428.562500,0.000000,-32719111463189279296978944.000000,55.185133,2540.741651,-357.828125,0.000000,-5674774309550072530993152.000000,55.185133,2540.741651,-44.890625,0.000000,-6658664751239940.000000,55.185133,2540.741651,93.656250,2597.861242,-2459979640971168915911346225152.000000,55.185133,2540.741651,249.800781,6033.166225,-139060404185488387211264.000000,55.185133,2540.741651,136.441406,1583.895303,-16111064892760719407581913300336640.000000,55.185133,2540.741651,-15.484375,1521.588769,-636416634963397658935807705088.000000,55.185133,2540.741651,-79.304688,1342.334157,-104296566186990425362027750883328.000000,55.185133,2540.741651,25.003906,937.931779,-16486112330033398848627141265850368.000000,55.185133,2540.741651,32.429688,601.485126,-124995539043099939569825262600192.000000,55.185133,2540.741651,13.307617,633.952540,-26453007500316895200059829780480.000000,55.185133,2540.741651,-12.540039,375.234376,-11252208015697255135270592839680.000000,55.185133,2540.741651,-7.712891,204.839522,-173683329861378033355939905536.000000,55.185133,2540.741651,1.987793,235.609488,-148812763143438485194950049792.000000,55.185133,2540.741651,-2.971191,98.825679,-786837800366743940421910528.000000,55.185133,2540.741651,0.775879,75.162634,-8355599465673870849081344.000000,55.185133,2540.741651,-0.897705,89.680361,151687924225911317338259456.000000,55.185133,2540.741651,0.114990,39.886046,-156151207941778853330944.000000,55.185133,2540.741651,0.001343,26.751798,-30648617843838196645888.000000,55.185133,2540.741651,-0.167969,32.085669,-688082761155861844852736.000000,55.185133,2540.741651,0.054810,10.797625,18742988774316171264.000000,55.185133,2540.741651,-0.005371,8.285413,-138700236665937297408.000000,55.185133,2540.741651,-0.004211,9.928591,-491255167968392642560.000000,55.185133,2540.741651,-0.003113,2.141656,57578146950383.312500
3,54.307660,2501.454298,13908.687500,0.000000,-43398764257040152085475482794419306889216.000000,54.307660,2501.454298,285.476563,0.000000,-556169195181370165428224.000000,54.307660,2501.454298,-66.750000,0.000000,-327220912167522112.000000,54.307660,2501.454298,-345.101562,0.000000,-3954804664315127183441920.000000,54.307660,2501.454298,-44.601562,2509.641290,-18468255586814327073159084244992.000000,54.307660,2501.454298,288.867188,5884.485423,-6729294666947861303333662752768.000000,54.307660,2501.454298,80.289062,1761.774259,-45982247357161976818536000927039488.000000,54.307660,2501.454298,-55.548828,1532.484319,-3679921475916447167902950359040.000000,54.307660,2501.454298,-56.259766,1354.954994,-109190514628510222309859612688384.000000,54.307660,2501.454298,14.886719,978.465236,-14103917603312039820112293496094720.000000,54.307660,2501.454298,49.012695,581.842386,-47803023103701241071270736429056.000000,54.307660,2501.454298,19.047852,587.658895,-11692687925339865918995171377152.000000,54.307660,2501.454298,-13.189453,373.218153,-88462021657523892768505568690176.000000,54.307660,2501.454298,-4.375488,201.244650,-146004930208021795354479427584.000000,54.307660,2501.454298,-6.074707,230.586376,-558188761284556542255598403584.000000,54.307660,2501.454298,-2.197266,94.209885,-32943947732366285315506176.000000,54.307660,2501.454298,-0.191162,74.986902,-363304411299224215103733760.000000,54.307660,2501.454298,-3.597412,93.171667,-774801153997614175550963712.000000,54.307660,2501.454298,0.500977,41.613063,-1323913493674547921027072.000000,54.307660,2501.454298,0.015259,25.933395,-37442079652056443912192.000000,54.307660,2501.454298,-0.133667,31.474210,95961579676781858783232.000000,54.307660,2501.454298,0.046387,11.247971,-21178854296787230720.000000,54.307660,2501.454298,-0.001465,8.093297,-91902154381093945344.000000,54.307660,2501.454298,0.009644,9.862317,-94215958662165151744.000000,54.307660,2501.454298,-0.000732,2.119953,-22760454770976.593750
0,41.743647,2189.992397,10701.632813,0.000000,-3155161353448037479943382575707953561600.000000,41.743647,2189.992397,-1871.890625,0.000000,-85130501423053581210755696427008.000000,41.743647,2189.992397,-3061.484375,0.000000,-11632915642946655501548598746677248.000000,41.743647,2189.992397,-1866.351563,0.000000,-82646033324077804143416273010688.000000,41.743647,2189.992397,665.253906,4746.462518,74146562431153896612249513085632512.000000,41.743647,2189.992397,-19.074219,1335.492465,4562576640265882737767564181504.000000,41.743647,2189.992397,-199.917969,809.320051,-4797021446270181493112114774016.000000,41.743647,2189.992397,-27.353516,922.532416,-14360786105391474605727242256384.000000,41.743647,2189.992397,141.771484,1558.451485,-204345136692624797603589030674432.000000,41.743647,2189.992397,-109.447266,791.547006,-186707517346491701672800157696.000000,41.743647,2189.992397,21.173828,519.970092,-72673667845770195388027895808.000000,41.743647,2189.992397,3.191406,571.789905,-16425040565118969253147476754432.000000,41.743647,2189.992397,8.086914,319.877828,-20461384330293304550307659776.000000,41.743647,2189.992397,7.254395,221.936039,-85544446119735835599172534272.000000,41.743647,2189.992397,0.456543,216.782543,29989370658906487219248168960.000000,41.743647,2189.992397,1.608887,94.615528,-51722470049069407513083904.000000,41.743647,2189.992397,-0.406250,87.060608,357420874114780371410223104.000000,41.743647,2189.992397,-1.022461,83.451840,74551489083200622775238656.000000,41.743647,2189.992397,0.428467,44.839820,24465143301593127452672.000000,41.743647,2189.992397,-0.078979,28.916617,-6518997864019007635456.000000,41.743647,2189.992397,0.267944,33.660601,203352274135628879233024.000000,41.743647,2189.992397,-0.039429,12.934643,138510861564552806400.000000,41.743647,2189.992397,0.013062,9.571914,-31084920968380342272.000000,41.743647,2189.992397,0.011536,11.005616,22220637924954136576.000000,41.743647,2189.992397,-0.003662,3.019607,-2765748602195385.500000
