1,25.048524,1718.431681,0.011505,10.554027,-0.013947,8.498835,-0.005280,3.220582,51.091453,2419.491124,0.520935,32.228543,0.246521,28.831936,-0.045105,12.738630
1,25.790087,1759.736608,-0.035583,10.866686,0.022095,9.621312,0.003967,3.315030,52.135050,2476.740481,0.117310,32.582936,0.229980,29.549816,-0.017456,13.142753
1,33.685213,2013.479993,0.013947,11.126293,0.054291,10.020312,-0.014069,3.329441,61.192837,2836.451403,-0.003967,35.948522,-0.413757,33.893682,0.009460,12.841974
1,50.143900,2771.327216,-0.041443,8.565117,-0.029907,8.148613,0.001526,1.489167,100.496368,3913.763935,0.129761,28.905523,-0.058594,28.958903,0.000610,7.976027
1,50.220302,2719.131142,-0.021240,8.801426,-0.054810,8.642561,-0.001282,1.632167,100.925999,3839.388555,0.133423,30.839402,-0.240356,29.656732,0.029175,8.410979
1,50.655009,2685.091857,0.062561,9.063887,-0.049438,9.149665,0.001709,1.828191,101.815284,3790.684633,-0.044189,31.875200,-0.213013,31.229340,0.032471,9.225530
3,58.099639,2612.210567,0.015442,8.299889,-0.021667,9.890013,-0.000916,2.093320,116.286657,3687.269490,0.023926,27.920685,0.246704,33.383737,0.067139,10.705375
3,58.294400,2625.246125,0.002838,8.441601,0.023956,10.050926,-0.000397,2.095327,116.640395,3705.536605,0.007751,28.687812,0.103088,31.554103,-0.057068,11.144812
3,57.642115,2619.446717,0.009888,8.593803,0.004028,9.988269,-0.000610,2.175925,115.351899,3697.273512,0.170532,28.049539,-0.036133,31.929315,-0.039429,10.552546
3,57.575535,2632.718943,-0.015625,8.034901,-0.022217,10.236924,-0.000061,2.089197,115.127116,3716.260214,0.113647,27.261255,-0.137207,31.181273,-0.052002,10.755695
3,55.185133,2540.741651,-0.005371,8.285413,-0.004211,9.928591,-0.003113,2.141656,110.268927,3586.077287,0.001343,26.751798,-0.167969,32.085669,0.054810,10.797625
3,54.307660,2501.454298,-0.001465,8.093297,0.009644,9.862317,-0.000732,2.119953,108.686991,3530.594004,0.015259,25.933395,-0.133667,31.474210,0.046387,11.247971
0,41.743647,2189.992397,0.013062,9.571914,0.011536,11.005616,-0.003662,3.019607,84.032793,3087.179382,-0.078979,28.916617,0.267944,33.660601,-0.039429,12.934643
0,27.801333,1769.761048,0.015808,9.794223,0.043579,11.017270,-0.028442,4.052660,55.805851,2490.300890,0.336548,28.152393,-0.413208,29.067616,0.228638,14.249108
0,28.660905,1796.346579,-0.036591,9.782744,-0.023529,10.574702,-0.000885,3.979123,58.034312,2528.564096,0.120300,29.652525,-0.005676,28.471955,0.107361,15.080211
0,28.959300,1807.748537,0.012970,10.022844,-0.035370,10.626684,0.002289,3.827006,58.685067,2544.473854,-0.219055,29.665602,-0.011292,30.089184,0.180359,14.177188
0,28.742264,1803.319960,0.028900,10.913874,-0.047760,10.555592,0.021027,3.881916,57.858381,2537.279951,0.012634,30.059311,-0.294861,28.130776,-0.083313,14.281285
0,29.323486,1818.592950,-0.008575,10.445051,0.067047,10.565302,-0.012238,3.993145,58.834717,2559.482885,0.168030,31.863988,-0.165100,28.201050,0.001160,14.068514
4,38.520583,2158.534922,0.020905,10.530603,-0.013824,9.114645,0.007965,3.606869,77.368095,3043.195492,-0.102722,29.968311,-0.043884,25.302403,0.001892,12.326842
4,38.278019,2138.313968,-0.000641,11.059733,-0.014496,9.289059,-0.008942,3.532822,76.869191,3013.890698,0.290222,33.318556,0.099304,26.673966,0.067932,13.333517
4,38.587776,2149.083905,-0.029358,11.409968,-0.017029,9.196737,0.009583,3.556486,77.193744,3028.900076,-0.065186,35.570317,-0.092163,25.660469,-0.024658,13.547480
4,38.598436,2145.310602,0.008789,11.544392,0.021545,9.738432,0.005432,3.782997,77.203732,3022.923634,-0.007324,33.944088,0.005615,26.780601,-0.005127,14.485590
4,37.785738,2087.306191,0.005554,11.401627,0.014465,9.902188,0.012146,3.792078,75.543333,2940.651601,-0.344116,33.055208,-0.014404,27.630736,-0.052734,14.047114
4,37.362032,2055.023749,0.013916,11.565871,0.016724,9.835261,0.008301,3.660683,74.671864,2894.776778,-0.070801,32.774268,0.016479,27.792532,-0.009155,14.158298
6,48.028339,2239.701282,-0.045471,11.681792,-0.020813,10.946044,-0.006836,4.064323,95.528079,3155.285019,0.402832,35.357636,-0.312622,32.606670,0.093384,15.092982
6,49.824199,2300.356968,-0.015930,11.786395,-0.045227,11.251263,-0.001160,4.155090,99.697405,3240.957744,0.095581,36.201591,-0.138184,32.945506,0.166016,15.113538
6,50.746448,2319.894619,0.009705,11.582897,0.004944,11.299676,0.003540,4.010631,101.463771,3268.850314,0.050415,36.771708,0.135742,30.643503,-0.020630,14.686761
6,52.910627,2372.200652,0.029388,11.661251,0.028595,11.139103,0.008881,3.622292,104.072661,3342.943260,-0.097351,33.020289,-0.297302,31.672697,-0.016785,14.095322
6,54.152710,2420.059646,-0.069122,11.254625,0.032562,10.625980,0.006744,3.528630,106.609627,3411.830320,0.788635,34.192439,-0.250305,30.028852,0.031433,13.072259
6,54.303932,2406.924538,-0.051910,11.051325,0.032990,9.787592,-0.001617,3.484622,107.334931,3393.998168,0.955505,33.610767,0.059265,27.223122,0.134827,11.812697
7,43.397987,2229.010688,0.029144,9.662745,-0.045319,8.879765,0.010162,2.771600,85.808695,3143.885630,0.587341,29.530073,-0.193787,27.097637,0.117371,10.498272
7,43.552536,2249.555089,0.041718,9.757181,-0.000946,9.017990,-0.006989,2.763030,86.160870,3172.800401,0.899231,30.069323,-0.218201,26.672817,0.021057,10.354877
7,43.874790,2267.122655,0.048676,9.681107,0.017242,9.134889,-0.002960,2.767777,86.691167,3197.690240,0.929016,29.912654,-0.537781,27.333194,0.058655,10.768786
7,44.227386,2291.449909,0.046631,9.569032,0.001160,9.182217,0.001526,2.817790,87.364332,3232.229932,0.918091,29.431493,-0.455933,26.448102,0.049072,10.492263
7,44.372251,2301.708804,-0.015045,9.830438,-0.006012,8.945797,-0.003632,2.720462,87.964679,3246.454370,0.416809,30.060968,-0.278992,24.077496,0.061340,9.831394
7,44.690388,2316.468614,-0.011108,9.851078,-0.000122,8.602327,-0.000977,2.633096,88.958595,3267.558018,0.292480,30.577369,-0.188354,24.365127,0.046021,9.922257
9,42.736547,2265.709244,0.029938,11.712049,-0.040131,9.442808,0.013641,3.889724,84.020063,3193.026220,-0.645447,29.650061,-0.030212,28.304550,-0.011292,12.950250
9,42.610455,2268.166648,-0.057129,10.711446,-0.026855,9.219025,0.000916,3.868552,83.923009,3197.912673,-1.117187,27.108173,-0.087036,28.165524,0.135254,13.044343
9,42.538249,2274.304580,0.039276,11.410422,-0.008820,8.952595,0.012054,3.678878,84.425575,3206.008940,0.847595,30.048232,-0.068054,26.473208,-0.117371,12.729943
9,42.283039,2270.442050,0.030731,10.832927,-0.042145,9.232784,-0.016571,3.847085,84.969454,3200.910405,1.077576,32.260426,0.153015,26.169914,0.049622,13.770511
9,41.981714,2254.453041,0.040405,11.235578,-0.007385,9.422580,0.013367,4.096296,84.665202,3177.739331,-0.719727,26.450095,0.199829,26.323604,0.116577,13.674071
9,41.255153,2216.196152,0.035004,9.375320,0.005951,8.570464,-0.001923,3.189684,81.531879,3125.970225,-0.636902,25.040258,-0.100647,25.897209,-0.023254,12.487585
0,54.021244,2722.458016,-0.004333,5.749346,0.003235,7.152530,-0.001282,1.022482,107.991987,3846.470704,-0.044922,20.606535,0.091187,26.128302,-0.001709,6.045045
0,56.934472,2780.733667,0.000031,6.049556,-0.065826,9.111386,-0.000275,1.058594,113.916368,3927.707961,0.055359,21.662580,-0.133118,31.263048,-0.003601,6.303901
